pdfsize,pages,title characters,images,obj,endobj,stream,endstream,xref,trailer,startxref,ObjStm,JS,OBS_JS,Javascript,OBS_Javascript,OpenAction,OBS_OpenAction,Acroform,OBS_Acroform,class,Evasive
77.844,0,0,0,9,9,2,2,0,1,1,0,1,0,2,0,0,0,0,0,1,0
6.983,1,0,0,14,14,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
5.037,1,0,0,7,4,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
10.19,31,0,0,35,35,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0
17.429,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
7.612,1,8,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
14.882,1,0,0,15,15,2,2,1,1,1,0,1,0,2,0,0,0,1,0,1,0
9.605,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
13.659,1,0,0,5,5,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
8.244,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.471,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
363.894,0,0,0,15,15,5,5,1,1,1,0,1,0,0,1,0,1,0,1,1,0
9.643,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.503,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
2.446,1,0,0,9,3,2,2,0,1,0,0,1,0,2,0,0,0,0,0,1,0
15.925,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
138.185,1,0,0,72,72,55,55,1,1,1,0,5,0,6,0,0,0,1,0,1,0
7.818,1,0,0,4,4,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0
2.001,1,0,0,9,3,2,2,0,1,0,0,1,0,2,0,0,0,0,0,1,0
3.207,1,0,0,15,15,2,2,1,1,1,0,1,0,2,0,0,0,1,0,1,0
5.934,1,0,0,9,9,3,3,1,1,1,0,1,0,2,0,0,0,0,0,1,0
5.81,1,0,0,9,9,3,3,1,1,1,0,1,0,2,0,0,0,0,0,1,0
6.922,3,0,0,22,22,6,6,1,1,0,0,2,0,1,1,3,0,0,0,1,0
7.92,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
3.494,1,0,0,14,14,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
8.306,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
12.329,1,0,0,8,2,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
3.812,1,0,0,6,6,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
12.958,7,10,0,24,24,8,8,1,1,1,0,1,0,2,0,1,0,0,0,1,0
12.981,1,0,0,8,2,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
10.702,1,0,0,15,15,2,2,1,1,1,0,1,0,2,0,0,0,1,0,1,0
9.431,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
7.89,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
17.053,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
6.283,1,0,0,14,14,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
2.018,1,0,0,9,3,2,2,0,1,0,0,1,0,2,0,0,0,0,0,1,0
8.032,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
17.869,1,14,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
17.193,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
12.992,1,0,0,14,14,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
56.005,1,0,0,68,68,51,51,1,1,1,0,5,0,6,0,0,0,1,0,1,0
16.684,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
15.341,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.162,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
14.984,1,15,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
10.426,1,12,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
8.155,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
2.807,1,0,0,14,14,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
4.53,7,0,0,17,17,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.291,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.107,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
2.696,1,0,0,11,3,3,3,0,1,0,0,3,0,4,0,0,0,0,0,1,0
9.33,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
4.129,1,0,0,13,13,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
8.867,2,15,0,21,21,10,10,1,1,1,0,0,0,0,0,0,0,1,0,1,0
8.219,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.057,1,0,0,4,4,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0
13.524,1,0,0,5,5,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
73.942,0,0,0,9,9,2,2,0,1,1,0,1,0,2,0,0,0,0,0,1,0
16.484,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
77.167,0,0,0,9,9,2,2,0,1,1,0,1,0,2,0,0,0,0,0,1,0
9.978,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
17.344,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
5.939,1,0,0,9,9,3,3,1,1,1,0,1,0,2,0,0,0,0,0,1,0
7.983,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
2048.0,0,0,0,9,9,2,2,0,1,1,0,1,0,2,0,0,0,0,0,1,0
856.683,1,0,0,48,48,12,12,2,2,2,0,1,0,2,0,1,0,0,0,1,0
8.132,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
2.968,1,0,0,4,4,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0
17.674,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.196,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
13.688,6,15,0,22,22,7,7,1,1,1,0,1,0,2,0,1,0,0,0,1,0
8.018,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
15.987,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
4.364,1,0,0,15,15,7,7,1,1,1,0,3,0,4,0,0,0,0,0,1,0
11.974,1,0,0,8,1,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
17.467,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
12.396,1,0,0,8,1,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
15.749,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
6.677,1,0,0,14,14,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
9.732,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
4.55,2,11,0,12,12,3,3,1,1,1,0,1,0,2,0,1,0,0,0,1,0
8.433,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
3.223,0,0,0,6,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0
4.424,1,0,0,14,14,6,6,1,1,1,0,3,0,4,0,0,0,0,0,1,0
12.122,1,0,0,8,1,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
7.591,1,8,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
2.148,1,0,0,9,3,2,2,0,1,0,0,1,0,2,0,0,0,0,0,1,0
17.903,1,11,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
5.929,1,0,0,9,9,3,3,1,1,1,0,1,0,2,0,0,0,0,0,1,0
7.661,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
15.164,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
35.873,14,34,0,40,40,15,15,1,1,1,0,1,0,2,0,1,0,0,0,1,0
17.456,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.286,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
16.278,1,0,0,10,10,2,2,1,1,1,0,1,0,2,0,0,0,0,0,1,0
11.992,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
15.55,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
37.005,1,0,0,12,12,5,5,1,1,1,0,3,0,4,0,0,0,0,0,1,0
15.766,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.421,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
106.855,1,0,0,10,3,3,3,1,1,1,0,0,0,0,0,0,0,1,0,1,0
8.119,1,0,0,4,4,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0
3.108,0,0,0,4,4,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0
11.506,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
117.049,2,98,0,76,76,8,8,4,4,3,0,2,0,4,0,0,0,0,0,1,0
8.339,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.138,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.012,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.524,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.105,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
4.103,1,0,0,13,13,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
40.835,1,0,0,8,8,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
17.263,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.36,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
17.372,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.898,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
7.648,1,8,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
12.139,1,0,0,8,1,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
15.964,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
17.249,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
12.065,1,0,0,8,1,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
17.388,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
14.924,1,0,0,15,15,2,2,1,1,1,0,1,0,2,0,0,0,1,0,1,0
16.513,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
11.957,1,0,0,8,1,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
15.957,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
29.873,1,0,0,5,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16.255,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
17.077,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
12.876,1,0,0,8,2,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
8.199,1,0,0,14,14,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
7.995,1,0,0,4,4,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0
77.124,0,0,0,9,9,2,2,0,1,1,0,1,0,2,0,0,0,0,0,1,0
16.739,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
17.964,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
3.57,1,0,0,9,9,3,3,1,1,1,0,1,0,2,0,0,0,0,0,1,0
23.192,1,0,0,14,13,11,11,0,0,1,4,0,0,1,0,0,0,1,0,1,0
516.922,0,0,0,15,15,5,5,1,1,1,0,1,0,0,1,0,1,0,1,1,0
8.144,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.329,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.177,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
110.435,1,0,0,11,11,3,3,1,1,1,0,0,0,1,0,0,0,0,0,1,0
9.769,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.325,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.02,1,0,0,4,4,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0
9.181,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.821,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
76.854,0,0,0,9,9,2,2,0,1,1,0,1,0,2,0,0,0,0,0,1,0
4.115,1,0,0,8,1,2,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0
150.374,3,8,0,73,73,26,26,3,3,5,5,1,0,2,0,1,0,0,0,1,0
9.85,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
10.325,4,10,0,17,17,5,5,1,1,1,0,1,0,2,0,1,0,0,0,1,0
9.812,1,0,0,8,2,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
7.5,1,0,0,21,21,11,11,1,1,1,0,5,0,6,0,0,0,0,0,1,0
154.204,4,8,0,66,66,23,23,3,3,5,5,1,0,2,0,1,0,0,0,1,0
9.806,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
16.614,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
15.764,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
10.95,1,0,0,15,15,2,2,1,1,1,0,1,0,2,0,0,0,1,0,1,0
7.707,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.855,31,0,0,35,35,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0
15.697,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
74.48,0,0,0,9,9,2,2,0,1,1,0,1,0,2,0,0,0,0,0,1,0
74.311,0,0,0,9,9,2,2,0,1,1,0,1,0,2,0,0,0,0,0,1,0
8.148,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
75.18,1,0,0,5,5,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
9.855,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
7.766,1,0,0,10,10,2,2,1,1,1,0,1,0,2,0,0,0,0,0,1,0
9.286,1,0,0,8,2,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
8.387,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
78.069,0,0,0,9,9,2,2,0,1,1,0,1,0,2,0,0,0,0,0,1,0
14.969,1,7,0,19,19,9,9,1,1,1,0,0,0,0,0,0,0,1,0,1,0
9.82,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
7.525,1,0,0,21,21,11,11,1,1,1,0,5,0,6,0,0,0,0,0,1,0
9.506,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
17.107,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.308,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.066,1,0,0,14,14,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
8.941,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
19.382,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
1.894,1,0,0,9,3,2,2,0,1,0,0,1,0,2,0,0,0,0,0,1,0
8.223,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.075,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.328,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
2.987,0,0,0,4,4,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.162,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
11.105,15,0,0,19,19,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0
17.355,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
6.043,1,0,0,9,9,3,3,1,1,1,0,1,0,2,0,0,0,0,0,1,0
71.436,1,0,0,8,8,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
15.062,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
16.077,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
15.049,1,7,0,19,19,9,9,1,1,1,0,0,0,0,0,0,0,1,0,1,0
17.464,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
2.031,1,0,0,9,9,2,2,1,1,1,0,1,0,2,0,0,0,0,0,1,0
14.951,1,0,0,15,15,2,2,1,1,1,0,1,0,2,0,0,0,1,0,1,0
8.296,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
201.777,5,0,0,62,62,28,27,1,1,5,8,0,0,0,0,1,0,0,0,1,0
9.382,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
13.344,1,0,0,5,5,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
130.785,1,0,0,8,8,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
5.112,7,0,0,17,17,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
2.735,0,0,0,14,11,1,1,1,1,0,0,2,0,3,0,0,0,1,0,1,0
12.727,1,0,0,8,2,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
15.477,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.531,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.178,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
15.69,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
7.895,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
12.381,1,0,0,7,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0
37.659,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
294.332,10,0,0,42,42,12,12,1,1,1,0,3,0,4,0,0,0,1,0,1,0
15.376,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.61,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.472,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.383,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.33,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
148.557,4,8,0,71,71,25,25,3,3,5,5,1,0,2,0,1,0,0,0,1,0
4.15,1,0,0,13,13,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
38.363,1,0,0,27,27,10,10,1,1,1,0,5,0,6,0,0,0,1,0,1,0
52.529,8,30,0,30,30,9,9,1,1,1,0,3,0,4,0,1,0,0,0,1,0
78.102,0,0,0,9,9,2,2,0,1,1,0,1,0,2,0,0,0,0,0,1,0
7.652,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.378,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
5.36,1,0,0,7,0,1,1,0,1,1,0,1,0,2,0,0,0,0,0,1,0
8.308,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
14.899,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
14.723,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
37.531,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
67.097,3,8,0,63,63,22,22,3,3,5,5,1,0,2,0,1,0,0,0,1,0
2.83,1,0,0,14,14,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
6.012,1,0,0,9,9,3,3,1,1,1,0,1,0,2,0,0,0,0,0,1,0
16.33,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
16.039,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.225,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
16.325,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
7.409,1,0,0,14,14,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
5.538,1,0,0,4,4,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0
384.271,0,0,2,60,60,30,30,0,0,2,14,2,0,4,0,3,0,0,0,1,0
15.09,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
12.383,1,0,0,8,1,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
9.343,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.586,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
27.24,1,7,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
8.406,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.291,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.348,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.083,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
10.869,1,0,0,15,15,2,2,1,1,1,0,1,0,2,0,0,0,1,0,1,0
9.55,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.584,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
427.577,0,0,0,30,32,4,6,4,4,4,0,0,2,0,2,0,0,0,0,1,0
8.025,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
4.086,1,0,0,13,13,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
3.002,0,0,0,4,4,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.031,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.538,1,19,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
12.529,1,0,0,10,10,2,2,1,1,1,0,1,0,2,0,0,0,0,0,1,0
8.631,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
2.877,1,0,0,14,14,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
8.075,1,0,0,17,17,3,3,1,1,1,0,2,0,3,0,0,0,1,0,1,0
250.469,1,0,0,8,8,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0
12.328,1,0,0,8,1,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
16.282,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.275,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
16.099,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
12.441,1,0,0,8,1,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
12.972,1,0,0,8,2,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
2.72,0,0,0,14,11,1,1,1,1,0,0,2,0,3,0,0,0,1,0,1,0
10.099,31,0,0,35,35,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0
14.682,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.627,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.91,1,0,0,26,25,3,3,1,1,1,0,1,0,2,0,2,0,0,0,1,0
8.206,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
12.477,1,0,0,8,1,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
9.312,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
76.853,0,0,0,9,9,2,2,0,1,1,0,1,0,2,0,0,0,0,0,1,0
2.457,1,0,0,9,3,2,2,0,1,0,0,1,0,2,0,0,0,0,0,1,0
9.801,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
15.666,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.403,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.38,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
1.903,1,0,0,9,3,2,2,0,1,0,0,1,0,2,0,0,0,0,0,1,0
51.679,1,22,0,21,21,7,7,2,2,2,1,2,0,3,0,0,0,0,0,1,0
6.711,1,0,0,14,14,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
8.339,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.583,1,0,0,8,2,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
7.033,1,0,0,14,14,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
9.99,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.899,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
77.833,0,0,0,9,9,2,2,0,1,1,0,1,0,2,0,0,0,0,0,1,0
8.218,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
6.823,1,0,0,14,14,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
10.026,1,0,0,15,15,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
8.192,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.065,1,0,0,4,4,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0
74.236,0,0,0,9,9,2,2,0,1,1,0,1,0,2,0,0,0,0,0,1,0
15.255,1,0,0,15,15,2,2,1,1,1,0,1,0,2,0,0,0,1,0,1,0
74.574,0,0,0,9,9,2,2,0,1,1,0,1,0,2,0,0,0,0,0,1,0
12.464,1,0,0,8,1,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
39.278,10,0,0,42,42,12,12,1,1,1,0,3,0,4,0,0,0,1,0,1,0
