pdfsize,pages,title characters,images,obj,endobj,stream,endstream,xref,trailer,startxref,ObjStm,JS,OBS_JS,Javascript,OBS_Javascript,OpenAction,OBS_OpenAction,Acroform,OBS_Acroform,class,Evasive
731.432,68,0,0,314,314,109,109,1,1,1,0,1,0,1,0,1,0,1,0,1,1
672.72,69,0,1,351,351,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
679.937,69,8,2,374,374,133,133,1,1,1,0,1,0,1,0,0,0,1,0,1,1
717.763,69,0,2,359,359,130,130,1,1,1,0,3,0,1,0,0,0,1,0,1,1
63.673,1,0,1,19,19,9,9,1,1,1,0,1,0,1,0,0,0,1,0,1,1
713.588,68,0,1,348,348,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
712.742,68,0,1,353,353,125,125,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1495.182,68,0,1,364,364,131,131,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1456.16,202,0,0,715,715,234,234,1,1,1,0,1,0,1,0,0,0,0,0,1,1
1426.089,70,0,2,372,372,134,134,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1491.747,202,0,0,717,717,235,235,1,1,1,0,1,0,1,0,1,0,0,0,1,1
505.512,68,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,0,0,1,1
66.882,1,0,1,7,7,4,4,1,1,1,0,1,0,1,0,1,0,0,0,1,1
470.832,68,0,0,223,223,71,71,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1491.755,68,0,1,363,363,131,131,1,1,1,0,1,0,1,0,1,0,1,0,1,1
470.738,67,0,0,223,223,71,71,1,1,1,0,1,0,1,0,1,0,0,0,1,1
1460.688,70,0,2,377,377,136,136,1,1,1,0,1,0,1,0,1,0,1,0,1,1
692.292,72,0,1,356,356,121,121,1,1,1,0,1,0,1,0,1,0,0,0,1,1
718.325,71,0,2,379,379,137,137,1,1,1,0,1,0,1,0,1,0,1,0,1,1
608.988,68,0,1,315,315,110,110,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1426.131,70,0,2,372,372,134,134,1,1,1,0,1,0,1,0,1,0,1,0,1,1
505.752,68,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,0,0,1,1
801.187,68,8,0,323,323,110,110,1,1,1,0,1,0,1,0,1,0,1,0,1,1
637.427,68,0,1,346,346,125,125,1,1,1,0,1,0,1,0,0,0,1,0,1,1
719.705,68,0,1,348,348,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
580.409,68,0,0,237,237,76,76,1,1,1,0,1,0,1,0,1,0,0,0,1,1
669.419,69,0,2,375,375,134,134,1,1,1,0,1,0,1,0,0,0,1,0,1,1
605.059,70,0,2,299,299,102,102,1,1,1,0,1,0,1,0,0,0,1,0,1,1
470.678,68,0,0,223,223,71,71,1,1,1,0,1,0,1,0,1,0,0,0,1,1
1460.511,70,0,2,377,377,136,136,1,1,1,0,1,0,1,0,1,0,1,0,1,1
637.875,68,0,1,351,351,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
651.733,68,8,2,340,340,119,119,1,1,1,0,1,0,1,0,1,0,1,0,1,1
683.279,71,0,2,379,379,136,136,1,1,1,0,1,0,1,0,0,0,1,0,1,1
718.669,68,0,1,353,353,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
690.532,68,0,2,342,342,122,122,1,1,1,0,1,0,1,0,1,0,1,0,1,1
665.533,69,0,1,352,352,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
718.703,68,0,1,353,353,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
642.609,69,8,1,351,351,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
712.096,68,0,1,353,353,125,125,1,1,1,0,2,0,1,0,0,0,1,0,1,1
1396.66,75,0,2,381,381,135,135,1,1,1,0,1,0,1,0,1,0,1,0,1,1
944.47,135,19,0,447,447,141,141,1,1,1,0,1,0,1,0,1,0,1,0,1,1
800.101,67,0,0,318,318,110,110,1,1,1,0,1,0,1,0,1,0,1,0,1,1
548.191,69,0,0,273,273,92,92,1,1,1,0,1,0,1,0,1,0,0,0,1,1
789.361,68,0,2,359,359,128,128,1,1,1,0,3,0,1,0,0,0,1,0,1,1
505.525,68,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,0,0,1,1
708.369,69,0,2,375,375,135,135,1,1,1,0,1,0,1,0,1,0,1,0,1,1
717.844,69,0,2,359,359,130,130,1,1,1,0,3,0,1,0,0,0,1,0,1,1
504.3,68,0,0,230,230,74,74,1,1,1,0,1,0,1,0,1,0,1,0,1,1
636.68,69,8,1,350,350,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
688.665,68,8,0,308,308,105,105,1,1,1,0,1,0,1,0,1,0,1,0,1,1
771.543,68,0,0,383,383,140,140,1,1,1,0,1,0,1,0,1,0,1,0,1,1
640.749,70,0,2,299,299,103,103,1,1,1,0,1,0,1,0,1,0,1,0,1,1
769.117,69,8,0,322,322,110,110,1,1,1,0,1,0,1,0,1,0,1,0,1,1
738.187,68,0,2,371,371,132,132,1,1,1,0,1,0,1,0,1,0,1,0,1,1
737.307,69,36,2,359,359,126,126,1,1,1,0,1,0,1,0,1,0,1,0,1,1
693.73,72,26,3,386,386,137,137,1,1,1,0,1,0,1,0,1,0,1,0,1,1
475.371,68,8,0,228,228,71,71,1,1,1,0,1,0,1,0,1,0,0,0,1,1
509.81,68,0,0,230,230,74,74,1,1,1,0,1,0,1,0,1,0,0,0,1,1
759.459,77,0,1,345,345,120,120,1,1,1,0,1,0,1,0,0,0,1,0,1,1
753.916,85,34,3,399,399,140,140,1,1,1,0,1,0,1,0,1,0,0,0,1,1
1456.282,202,0,0,716,716,234,234,1,1,1,0,1,0,1,0,0,0,0,0,1,1
1425.916,70,0,2,377,377,135,135,1,1,1,0,1,0,1,0,0,0,1,0,1,1
721.147,72,8,2,368,368,125,125,1,1,1,0,1,0,1,0,1,0,0,0,1,1
632.53,69,0,1,351,351,125,125,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1491.697,68,0,1,363,363,131,131,1,1,1,0,1,0,1,0,1,0,1,0,1,1
727.692,68,0,0,314,314,109,109,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1457.73,202,0,0,716,716,234,234,1,1,1,0,1,0,1,0,0,0,0,0,1,1
605.985,70,0,2,294,294,101,101,1,1,1,0,1,0,1,0,1,0,1,0,1,1
684.232,67,0,0,302,302,105,105,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1059.91,135,0,0,508,508,168,168,1,1,1,0,1,0,1,0,0,0,0,0,1,1
642.685,69,0,1,350,350,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
667.182,69,0,1,350,350,126,126,1,1,1,0,1,0,1,0,1,0,1,0,1,1
672.883,69,0,1,351,351,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
67.906,1,0,1,14,14,6,6,1,1,1,0,3,0,1,0,0,0,0,0,1,1
1491.481,202,0,0,717,717,235,235,1,1,1,0,1,0,1,0,1,0,0,0,1,1
638.33,69,0,1,351,351,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
718.847,71,0,2,360,360,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
781.855,69,0,1,355,355,123,123,1,1,1,0,1,0,1,0,1,0,0,0,1,1
730.388,72,0,1,361,361,123,123,1,1,1,0,1,0,1,0,1,0,0,0,1,1
61.655,1,0,1,8,8,4,4,1,1,1,0,1,0,1,0,1,0,1,0,1,1
698.128,68,0,2,344,344,123,123,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1425.24,70,0,2,377,377,135,135,1,1,1,0,1,0,1,0,0,0,1,0,1,1
65.269,1,0,1,19,19,8,8,1,1,1,0,2,0,2,0,1,0,1,0,1,1
672.771,69,0,1,351,351,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
611.054,74,0,1,320,320,111,111,1,1,1,0,1,0,1,0,1,0,1,0,1,1
505.04,68,0,0,228,228,73,73,1,1,1,0,1,0,1,0,1,0,0,0,1,1
637.866,68,0,1,351,351,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
722.265,71,0,2,360,360,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
61.645,1,0,1,8,8,4,4,1,1,1,0,1,0,1,0,1,0,1,0,1,1
512.824,68,0,0,230,230,74,74,1,1,1,0,1,0,1,0,1,0,0,0,1,1
671.382,69,0,1,353,353,128,128,1,1,1,0,1,0,1,0,1,0,1,0,1,1
668.505,69,28,2,357,357,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
617.072,72,0,2,324,324,110,110,1,1,1,0,1,0,1,0,0,0,0,0,1,1
775.974,69,8,0,389,389,140,140,1,1,1,0,1,0,1,0,1,0,1,0,1,1
718.705,68,0,1,353,353,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
684.628,71,0,2,355,355,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
67.035,1,0,1,12,12,5,5,1,1,1,0,1,0,1,0,0,0,0,0,1,1
727.586,68,0,0,314,314,109,109,1,1,1,0,1,0,1,0,1,0,1,0,1,1
763.235,72,0,2,370,370,129,129,1,1,1,0,1,0,1,0,1,0,0,0,1,1
609.22,68,0,1,315,315,110,110,1,1,1,0,1,0,1,0,0,0,1,0,1,1
639.726,68,0,1,350,350,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1425.254,70,0,2,377,377,135,135,1,1,1,0,1,0,1,0,0,0,1,0,1,1
472.3,72,0,0,231,231,73,73,1,1,1,0,1,0,1,0,1,0,1,0,1,1
655.724,68,0,2,337,337,120,120,1,1,1,0,1,0,1,0,1,0,1,0,1,1
597.763,68,0,1,306,306,108,108,1,1,1,0,1,0,1,0,1,0,1,0,1,1
795.729,67,0,0,322,322,111,111,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1303.578,68,0,0,287,287,99,99,1,1,1,0,1,0,1,0,1,0,0,0,1,1
758.835,72,0,2,370,370,128,128,1,1,1,0,1,0,1,0,1,0,0,0,1,1
654.938,68,0,1,342,342,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
505.73,68,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,1,0,1,1
719.352,68,0,1,353,353,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
470.099,67,0,0,227,227,72,72,1,1,1,0,1,0,1,0,0,0,0,0,1,1
1066.297,135,16,0,508,508,167,167,1,1,1,0,1,0,1,0,1,0,0,0,1,1
504.212,67,0,0,230,230,74,74,1,1,1,0,1,0,1,0,1,0,0,0,1,1
644.111,68,0,1,315,315,111,111,1,1,1,0,1,0,1,0,1,0,1,0,1,1
709.328,69,0,2,375,375,135,135,1,1,1,0,1,0,1,0,1,0,1,0,1,1
787.108,69,0,1,356,356,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
572.91,68,0,0,236,236,75,75,1,1,1,0,1,0,1,0,1,0,0,0,1,1
763.243,68,0,0,317,317,110,110,1,1,1,0,1,0,1,0,0,0,1,0,1,1
638.104,69,0,1,353,353,127,127,1,1,1,0,3,0,1,0,0,0,1,0,1,1
742.818,69,0,1,356,356,122,122,1,1,1,0,1,0,1,0,0,0,0,0,1,1
539.487,72,0,0,238,238,75,75,1,1,1,0,1,0,1,0,1,0,0,0,1,1
666.722,69,0,1,350,350,126,126,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1303.349,68,0,0,287,287,99,99,1,1,1,0,1,0,1,0,1,0,0,0,1,1
470.692,68,0,0,223,223,71,71,1,1,1,0,1,0,1,0,1,0,0,0,1,1
723.858,70,2,2,381,381,134,134,1,1,1,0,1,0,1,0,1,0,1,0,1,1
506.033,68,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,1,0,1,1
724.069,69,8,1,354,354,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
629.605,69,36,2,322,322,111,111,1,1,1,0,1,0,1,0,1,0,1,0,1,1
748.178,68,0,2,348,348,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1430.288,69,0,2,376,376,135,135,1,1,1,0,1,0,1,0,1,0,1,0,1,1
505.853,68,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,0,0,1,1
687.368,70,8,2,378,378,135,135,1,1,1,0,1,0,1,0,1,0,1,0,1,1
643.377,68,0,1,351,351,127,127,1,1,1,0,1,0,1,0,0,0,1,0,1,1
64.655,1,0,1,14,14,8,8,1,1,1,0,1,0,1,0,1,0,1,0,1,1
722.079,72,19,2,368,368,125,125,1,1,1,0,1,0,1,0,1,0,0,0,1,1
721.054,70,0,2,378,378,137,137,1,1,1,0,1,0,1,0,1,0,1,0,1,1
663.08,69,28,2,352,352,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
718.745,68,0,1,353,353,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
718.042,69,8,1,354,354,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1490.807,68,0,1,368,368,132,132,1,1,1,0,1,0,1,0,0,0,1,0,1,1
659.668,68,0,2,337,337,120,120,1,1,1,0,1,0,1,0,1,0,1,0,1,1
505.552,67,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,0,0,1,1
804.464,68,0,9,374,374,142,142,1,1,1,0,5,0,1,0,0,0,1,0,1,1
744.463,69,0,1,356,356,122,122,1,1,1,0,1,0,1,0,0,0,0,0,1,1
683.718,71,0,2,374,374,135,135,1,1,1,0,1,0,1,0,1,0,1,0,1,1
755.727,72,0,2,368,368,128,128,1,1,1,0,1,0,1,0,1,0,0,0,1,1
66.155,2,8,1,14,14,4,4,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1491.709,68,0,1,363,363,131,131,1,1,1,0,1,0,1,0,1,0,1,0,1,1
653.93,68,0,1,347,347,125,125,1,1,1,0,1,0,1,0,0,0,1,0,1,1
609.481,68,0,1,314,314,111,111,1,1,1,0,1,0,1,0,0,0,1,0,1,1
596.813,68,0,1,311,311,109,109,1,1,1,0,1,0,1,0,0,0,1,0,1,1
697.574,72,0,1,361,361,121,121,1,1,1,0,1,0,1,0,1,0,0,0,1,1
676.579,69,0,2,372,372,134,134,1,1,1,0,1,0,1,0,1,0,1,0,1,1
724.141,69,8,1,354,354,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
683.96,71,0,2,360,360,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
637.635,68,0,1,351,351,127,127,1,1,1,0,3,0,1,0,0,0,1,0,1,1
654.951,68,0,2,342,342,121,121,1,1,1,0,1,0,1,0,0,0,1,0,1,1
769.066,69,8,0,322,322,110,110,1,1,1,0,1,0,1,0,1,0,1,0,1,1
609.828,68,0,1,310,310,109,109,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1429.852,69,0,2,376,376,135,135,1,1,1,0,1,0,1,0,1,0,1,0,1,1
654.937,68,0,2,342,342,121,121,1,1,1,0,1,0,1,0,0,0,1,0,1,1
636.855,68,0,1,349,349,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
704.807,69,0,2,375,375,135,135,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1491.731,68,0,1,370,370,133,133,1,1,1,0,3,0,1,0,0,0,1,0,1,1
648.328,69,8,1,352,352,126,126,1,1,1,0,1,0,1,0,1,0,1,0,1,1
774.91,77,0,1,345,345,119,119,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1457.853,68,0,2,374,374,135,135,1,1,1,0,1,0,1,0,1,0,1,0,1,1
66.212,2,8,1,14,14,4,4,1,1,1,0,1,0,1,0,1,0,1,0,1,1
505.785,67,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,0,0,1,1
1457.57,68,0,2,379,379,136,136,1,1,1,0,1,0,1,0,0,0,1,0,1,1
647.304,68,0,2,335,335,119,119,1,1,1,0,1,0,1,0,1,0,1,0,1,1
672.804,69,0,1,351,351,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
860.534,68,0,3,411,411,179,179,1,1,1,0,5,0,1,0,0,0,1,0,1,1
759.47,77,0,1,345,345,120,120,1,1,1,0,1,0,1,0,0,0,1,0,1,1
642.892,69,8,1,347,347,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
470.479,68,0,0,228,228,72,72,1,1,1,0,1,0,1,0,0,0,1,0,1,1
659.112,72,0,2,326,326,112,112,1,1,1,0,1,0,1,0,1,0,0,0,1,1
649.936,68,0,1,347,347,125,125,1,1,1,0,1,0,0,1,1,0,1,0,1,1
66.574,1,0,1,12,12,5,5,1,1,1,0,1,0,1,0,0,0,0,0,1,1
681.434,69,0,0,300,300,104,104,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1430.333,70,0,2,372,372,134,134,1,1,1,0,1,0,1,0,1,0,1,0,1,1
801.115,68,8,0,323,323,110,110,1,1,1,0,1,0,1,0,1,0,1,0,1,1
69.867,1,0,1,7,7,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,1
602.648,69,0,1,312,312,108,108,1,1,1,0,1,0,1,0,1,0,1,0,1,1
763.941,7,0,0,19,19,6,6,1,1,1,0,1,0,1,0,1,0,0,0,1,1
517.054,69,0,0,268,268,90,90,1,1,1,0,1,0,1,0,1,0,0,0,1,1
637.823,68,0,1,344,344,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
944.337,135,0,0,447,447,141,141,1,1,1,0,1,0,1,0,1,0,1,0,1,1
727.637,68,0,0,314,314,109,109,1,1,1,0,1,0,1,0,1,0,1,0,1,1
681.323,69,0,0,300,300,104,104,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1461.522,202,8,0,716,716,233,233,1,1,1,0,1,0,1,0,1,0,0,0,1,1
716.809,72,0,2,363,363,125,125,1,1,1,0,1,0,1,0,1,0,0,0,1,1
752.643,68,8,2,353,353,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1491.723,68,0,1,363,363,131,131,1,1,1,0,1,0,1,0,1,0,1,0,1,1
791.369,68,0,2,409,409,179,179,1,1,1,0,3,0,1,0,0,0,1,0,1,1
725.566,71,0,2,381,381,138,138,1,1,1,0,1,0,1,0,1,0,1,0,1,1
719.151,69,0,1,354,354,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
688.659,68,8,0,308,308,105,105,1,1,1,0,1,0,1,0,1,0,1,0,1,1
614.205,68,8,1,315,315,109,109,1,1,1,0,1,0,1,0,1,0,1,0,1,1
734.738,69,34,2,359,359,126,126,1,1,1,0,1,0,1,0,1,0,1,0,1,1
708.299,69,0,2,375,375,135,135,1,1,1,0,1,0,1,0,1,0,1,0,1,1
693.624,78,0,1,366,366,123,123,1,1,1,0,1,0,1,0,1,0,0,0,1,1
512.872,69,0,0,273,273,91,91,1,1,1,0,1,0,1,0,0,0,0,0,1,1
471.084,67,0,0,227,227,72,72,1,1,1,0,1,0,1,0,0,0,0,0,1,1
597.706,68,0,1,306,306,108,108,1,1,1,0,1,0,1,0,1,0,1,0,1,1
718.682,68,0,1,353,353,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
789.274,68,0,2,359,359,128,128,1,1,1,0,3,0,1,0,0,0,1,0,1,1
650.837,67,0,1,315,315,112,112,1,1,1,0,1,0,1,0,0,0,1,0,1,1
717.129,81,32,3,385,385,136,136,1,1,1,0,1,0,1,0,1,0,1,0,1,1
717.875,70,0,2,378,378,137,137,1,1,1,0,1,0,1,0,1,0,1,0,1,1
637.268,68,0,1,349,349,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
718.735,68,0,1,353,353,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
713.624,68,0,1,348,348,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
719.106,71,0,2,360,360,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
801.181,68,8,0,323,323,110,110,1,1,1,0,1,0,1,0,1,0,1,0,1,1
666.966,69,0,1,350,350,126,126,1,1,1,0,1,0,1,0,1,0,1,0,1,1
631.3,69,0,1,350,350,125,125,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1400.948,69,16,2,376,376,133,133,1,1,1,0,1,0,1,0,1,0,1,0,1,1
789.796,68,0,2,355,355,128,128,1,1,1,0,1,0,1,0,1,0,1,0,1,1
663.488,67,0,1,311,311,111,111,1,1,1,0,1,0,0,1,1,0,1,0,1,1
781.648,69,0,1,355,355,123,123,1,1,1,0,1,0,1,0,1,0,0,0,1,1
1490.946,68,0,1,368,368,132,132,1,1,1,0,1,0,1,0,0,0,1,0,1,1
723.086,68,0,1,349,349,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
724.097,69,8,1,354,354,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
704.618,68,8,2,371,371,130,130,1,1,1,0,1,0,1,0,1,0,1,0,1,1
726.995,72,0,1,361,361,123,123,1,1,1,0,1,0,1,0,1,0,0,0,1,1
632.151,69,0,1,345,345,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
716.2,72,0,2,368,368,126,126,1,1,1,0,1,0,1,0,0,0,0,0,1,1
782.737,68,0,2,353,353,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
719.658,68,0,1,348,348,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
718.981,71,0,2,360,360,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
717.349,70,0,2,378,378,137,137,1,1,1,0,1,0,1,0,1,0,1,0,1,1
639.361,69,0,1,353,353,127,127,1,1,1,0,3,0,1,0,0,0,1,0,1,1
638.268,69,0,1,346,346,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
719.458,68,0,1,348,348,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
650.836,67,0,1,315,315,112,112,1,1,1,0,1,0,1,0,0,0,1,0,1,1
602.273,69,8,1,312,312,108,108,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1431.74,70,16,2,377,377,134,134,1,1,1,0,1,0,1,0,1,0,1,0,1,1
546.606,69,0,0,275,275,93,93,1,1,1,0,1,0,1,0,1,0,0,0,1,1
676.146,69,0,1,351,351,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
771.267,68,0,0,388,388,141,141,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1425.653,70,0,2,377,377,135,135,1,1,1,0,1,0,1,0,0,0,1,0,1,1
713.772,68,0,1,353,353,125,125,1,1,1,0,1,0,1,0,0,0,1,0,1,1
632.302,69,0,1,345,345,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
632.266,69,0,1,345,345,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
719.612,68,0,1,355,355,127,127,1,1,1,0,3,0,1,0,0,0,1,0,1,1
656.98,68,13,1,316,316,111,111,1,1,1,0,1,0,1,0,1,0,1,0,1,1
688.961,71,8,2,360,360,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
800.817,67,0,0,317,317,110,110,1,1,1,0,1,0,1,0,1,0,1,0,1,1
632.279,69,0,1,345,345,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
675.711,69,0,2,377,377,135,135,1,1,1,0,1,0,1,0,0,0,1,0,1,1
503.898,68,0,0,230,230,74,74,1,1,1,0,1,0,1,0,1,0,0,0,1,1
716.733,72,0,2,363,363,125,125,1,1,1,0,1,0,1,0,1,0,0,0,1,1
726.929,72,0,1,361,361,123,123,1,1,1,0,1,0,1,0,1,0,0,0,1,1
65.896,1,0,1,12,12,5,5,1,1,1,0,1,0,1,0,0,0,0,0,1,1
637.196,69,0,1,351,351,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
747.99,68,0,2,353,353,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
718.034,69,8,1,354,354,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1491.865,68,0,1,363,363,131,131,1,1,1,0,1,0,1,0,1,0,1,0,1,1
685.935,70,8,0,306,306,104,104,1,1,1,0,1,0,1,0,1,0,1,0,1,1
726.763,72,0,1,361,361,123,123,1,1,1,0,1,0,1,0,1,0,0,0,1,1
748.245,68,0,2,348,348,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
725.116,70,0,2,380,380,138,138,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1430.194,69,0,2,376,376,135,135,1,1,1,0,1,0,1,0,1,0,1,0,1,1
470.872,68,0,0,223,223,71,71,1,1,1,0,1,0,1,0,1,0,0,0,1,1
477.833,68,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,0,0,1,1
672.495,69,0,1,351,351,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
513.193,69,0,0,267,267,90,90,1,1,1,0,1,0,1,0,1,0,0,0,1,1
647.384,68,0,2,335,335,119,119,1,1,1,0,1,0,1,0,1,0,1,0,1,1
551.148,69,0,0,273,273,92,92,1,1,1,0,1,0,1,0,1,0,0,0,1,1
727.641,68,0,0,314,314,109,109,1,1,1,0,1,0,1,0,1,0,1,0,1,1
470.818,67,0,0,223,223,71,71,1,1,1,0,1,0,1,0,1,0,0,0,1,1
660.266,68,8,2,342,342,120,120,1,1,1,0,1,0,1,0,1,0,1,0,1,1
769.91,69,0,0,322,322,110,110,1,1,1,0,1,0,1,0,1,0,1,0,1,1
470.588,68,0,0,223,223,71,71,1,1,1,0,1,0,1,0,1,0,0,0,1,1
64.35,1,0,1,19,19,9,9,1,1,1,0,1,0,1,0,0,0,1,0,1,1
712.757,68,0,1,353,353,125,125,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1395.559,69,0,2,376,376,134,134,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1430.615,70,8,2,377,377,134,134,1,1,1,0,1,0,1,0,1,0,1,0,1,1
726.902,68,0,0,319,319,110,110,1,1,1,0,1,0,1,0,0,0,1,0,1,1
727.724,68,0,0,314,314,109,109,1,1,1,0,1,0,1,0,1,0,1,0,1,1
470.218,67,0,0,228,228,72,72,1,1,1,0,1,0,1,0,0,0,0,0,1,1
596.819,68,0,1,311,311,109,109,1,1,1,0,1,0,1,0,0,0,1,0,1,1
475.524,68,8,0,229,229,71,71,1,1,1,0,1,0,1,0,1,0,0,0,1,1
760.473,77,0,1,340,340,119,119,1,1,1,0,1,0,1,0,1,0,1,0,1,1
726.745,68,0,0,319,319,110,110,1,1,1,0,1,0,1,0,0,0,1,0,1,1
752.682,68,8,2,353,353,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
717.515,70,0,2,379,379,137,137,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1426.154,70,0,2,372,372,134,134,1,1,1,0,1,0,1,0,1,0,1,0,1,1
714.803,68,0,1,355,355,126,126,1,1,1,0,3,0,1,0,0,0,1,0,1,1
505.948,68,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,1,0,1,1
505.513,68,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,0,0,1,1
470.205,67,0,0,228,228,72,72,1,1,1,0,1,0,1,0,0,0,0,0,1,1
1400.547,69,0,2,376,376,133,133,1,1,1,0,1,0,1,0,1,0,1,0,1,1
505.423,68,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,0,0,1,1
1303.392,68,0,0,287,287,99,99,1,1,1,0,1,0,1,0,1,0,0,0,1,1
547.714,69,0,0,273,273,92,92,1,1,1,0,1,0,1,0,1,0,0,0,1,1
676.129,69,0,1,351,351,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1425.622,70,0,2,377,377,135,135,1,1,1,0,1,0,1,0,0,0,1,0,1,1
474.669,67,0,0,223,223,71,71,1,1,1,0,1,0,1,0,1,0,0,0,1,1
